ICD10,ICD10 String,old_PheCode,Phenotype,Excl. Phecodes,Excl. Phenotypes,sex,pregnancy_related,category,category_string,PheCode
Q16.3,Congenital malformation of ear ossicles,749,Congenital anomalies of face and neck,748-749.99," congenital anomalies of respiratory system, face and neck",,0.0,15.0,congenital anomalies,CM_752.7
Q17.1,Macrotia,749,Congenital anomalies of face and neck,748-749.99," congenital anomalies of respiratory system, face and neck",,0.0,15.0,congenital anomalies,CM_752.2
Q17.4,Misplaced ear,749,Congenital anomalies of face and neck,748-749.99," congenital anomalies of respiratory system, face and neck",,0.0,15.0,congenital anomalies,CM_752.4
Q18.0,"Sinus, fistula and cyst of branchial cleft",749,Congenital anomalies of face and neck,748-749.99," congenital anomalies of respiratory system, face and neck",,0.0,15.0,congenital anomalies,CM_753.1
Q18.7,Microcheilia,749,Congenital anomalies of face and neck,748-749.99," congenital anomalies of respiratory system, face and neck",,0.0,15.0,congenital anomalies,CM_754.42
Q20.1,Double outlet right ventricle,747.11,Cardiac shunt/ heart septal defect,747-747.99," congenital anomalies, circulatory and cardiac",Both,0.0,15.0,congenital anomalies,CM_763.16
Q21.3,Tetralogy of Fallot,747.11,Cardiac shunt/ heart septal defect,747-747.99," congenital anomalies, circulatory and cardiac",Both,0.0,15.0,congenital anomalies,CM_763.4
Q22.4,Congenital tricuspid stenosis,747.12,Valvular heart disease/ heart chambers,747-747.99," congenital anomalies, circulatory and cardiac",Both,0.0,15.0,congenital anomalies,CM_763.221
Q22.8,Other congenital malformations of tricuspid valve,747.12,Valvular heart disease/ heart chambers,747-747.99," congenital anomalies, circulatory and cardiac",Both,0.0,15.0,congenital anomalies,CM_763.22
Q23,Congenital malformations of aortic and mitral valves,747.1,Cardiac congenital anomalies,747-747.99," congenital anomalies, circulatory and cardiac",Both,0.0,15.0,congenital anomalies,CM_763.23
Q25.9,"Congenital malformation of great arteries, unspecified",747.13,Congenital anomalies of great vessels,747-747.99," congenital anomalies, circulatory and cardiac",Both,0.0,15.0,congenital anomalies,CM_763.1
Q26,Congenital malformations of great veins,747.13,Congenital anomalies of great vessels,747-747.99," congenital anomalies, circulatory and cardiac",Both,0.0,15.0,congenital anomalies,CM_764.1
Q26.6,Portal vein-hepatic artery fistula,747.2,Congenital anomalies of peripheral vascular system,747-747.99," congenital anomalies, circulatory and cardiac",Both,0.0,15.0,congenital anomalies,CM_764.1
Q26.8,Other congenital malformations of great veins,747.13,Congenital anomalies of great vessels,747-747.99," congenital anomalies, circulatory and cardiac",Both,0.0,15.0,congenital anomalies,CM_764.1
Q31.0,Web of larynx,748,"Anomalies of respiratory system, congenital",748-749.99," congenital anomalies of respiratory system, face and neck",,0.0,15.0,congenital anomalies,CM_762.11
Q32.0,Congenital tracheomalacia,748,"Anomalies of respiratory system, congenital",748-749.99," congenital anomalies of respiratory system, face and neck",,0.0,15.0,congenital anomalies,CM_762.2
Q33.2,Sequestration of lung,748,"Anomalies of respiratory system, congenital",748-749.99," congenital anomalies of respiratory system, face and neck",,0.0,15.0,congenital anomalies,CM_762.35
Q33.4,Congenital bronchiectasis,748,"Anomalies of respiratory system, congenital",748-749.99," congenital anomalies of respiratory system, face and neck",,0.0,15.0,congenital anomalies,CM_762.32
Q33.9,"Congenital malformation of lung, unspecified",748,"Anomalies of respiratory system, congenital",748-749.99," congenital anomalies of respiratory system, face and neck",,0.0,15.0,congenital anomalies,CM_762.3
Q36.0,"Cleft lip, bilateral",749.1,Cleft palate,747-759.99,,Both,0.0,15.0,congenital anomalies,CM_754.12
Q37,Cleft palate with cleft lip,749.1,Cleft palate,747-759.99,,Both,0.0,15.0,congenital anomalies,CM_754.111
Q37.5,Cleft hard and soft palate with unilateral cleft lip,749.1,Cleft palate,747-759.99,,Both,0.0,15.0,congenital anomalies,CM_754.111
Q38.3,Other congenital malformations of tongue,750.13,Congenital anomalies of mouth/tongue,750-751.99," congenital anomalies of gi, urinary tract",Both,0.0,15.0,congenital anomalies,CM_754.5
Q38.7,Pharyngeal pouch,750.13,Congenital anomalies of mouth/tongue,750-751.99," congenital anomalies of gi, urinary tract",Both,0.0,15.0,congenital anomalies,CM_754.71
Q38.8,Other congenital malformations of pharynx,750.13,Congenital anomalies of mouth/tongue,750-751.99," congenital anomalies of gi, urinary tract",Both,0.0,15.0,congenital anomalies,CM_754.7
Q39.3,Congenital stenosis and stricture of oesophagus,750.11,Esophageal atresia/tracheoesophageal fistula,750-751.99," congenital anomalies of gi, urinary tract",Both,0.0,15.0,congenital anomalies,CM_757.11
Q39.4,Oesophageal web,750.11,Esophageal atresia/tracheoesophageal fistula,750-751.99," congenital anomalies of gi, urinary tract",Both,0.0,15.0,congenital anomalies,CM_757.111
Q40.9,"Congenital malformation of upper alimentary tract, unspecified",750.1,Upper gastrointestinal congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",Both,0.0,15.0,congenital anomalies,CM_757
Q42.0,"Congenital absence, atresia and stenosis of rectum with fistula",750.21,Congenital anomalies of intestine,750-751.99," congenital anomalies of gi, urinary tract",Both,0.0,15.0,congenital anomalies,CM_758.132
Q43.2,Other congenital functional disorders of colon,750.21,Congenital anomalies of intestine,750-751.99," congenital anomalies of gi, urinary tract",Both,0.0,15.0,congenital anomalies,CM_758.1
Q43.3,Congenital malformations of intestinal fixation,750.21,Congenital anomalies of intestine,750-751.99," congenital anomalies of gi, urinary tract",Both,0.0,15.0,congenital anomalies,CM_758.14
Q43.9,"Congenital malformation of intestine, unspecified",750.21,Congenital anomalies of intestine,750-751.99," congenital anomalies of gi, urinary tract",Both,0.0,15.0,congenital anomalies,CM_758.1
Q44.6,Cystic disease of liver,750.22,"Congenital anomaly of gallbladder, bile ducts, liver, pancreas",750-751.99," congenital anomalies of gi, urinary tract",Both,0.0,15.0,congenital anomalies,CM_758.22
Q51.8,Other congenital malformations of uterus and cervix,751.11,Congenital anomalies of female genital organs,750-751.99," congenital anomalies of gi, urinary tract",Female,0.0,15.0,congenital anomalies,CM_760.13
Q53,Undescended testicle,751.12,Congenital anomalies of male genital organs,750-751.99," congenital anomalies of gi, urinary tract",Male,0.0,15.0,congenital anomalies,CM_760.21
Q54.1,"Hypospadias, penile",751.12,Congenital anomalies of male genital organs,750-751.99," congenital anomalies of gi, urinary tract",Male,0.0,15.0,congenital anomalies,CM_760.221
Q55.0,Absence and aplasia of testis,751.1,Congenital anomalies of genital organs,750-751.99," congenital anomalies of gi, urinary tract",Both,0.0,15.0,congenital anomalies,CM_760.214
Q60.2,"Renal agenesis, unspecified",751.22,Other specified congenital anomalies of kidney,750-751.99," congenital anomalies of gi, urinary tract",Both,0.0,15.0,congenital anomalies,CM_761.111
Q60.4,"Renal hypoplasia, bilateral",751.22,Other specified congenital anomalies of kidney,750-751.99," congenital anomalies of gi, urinary tract",Both,0.0,15.0,congenital anomalies,CM_761.112
Q61.5,Medullary cystic kidney,751.21,Cystic kidney disease,750-751.99," congenital anomalies of gi, urinary tract",Both,0.0,15.0,congenital anomalies,CM_761.131
Q61.8,Other cystic kidney diseases,751.21,Cystic kidney disease,750-751.99," congenital anomalies of gi, urinary tract",Both,0.0,15.0,congenital anomalies,CM_761.13
Q62.4,Agenesis of ureter,751.2,Congenital anomalies of urinary system,750-751.99," congenital anomalies of gi, urinary tract",Both,0.0,15.0,congenital anomalies,CM_761.24
Q63.3,Hyperplastic and giant kidney,751.22,Other specified congenital anomalies of kidney,750-751.99," congenital anomalies of gi, urinary tract",Both,0.0,15.0,congenital anomalies,CM_761.19
Q64.0,Epispadias,751.12,Congenital anomalies of male genital organs,750-751.99," congenital anomalies of gi, urinary tract",Male,0.0,15.0,congenital anomalies,CM_760.227
Q64.1,Exstrophy of urinary bladder,751.2,Congenital anomalies of urinary system,750-751.99," congenital anomalies of gi, urinary tract",Both,0.0,15.0,congenital anomalies,CM_761.31
Q64.6,Congenital diverticulum of bladder,751.2,Congenital anomalies of urinary system,750-751.99," congenital anomalies of gi, urinary tract",Both,0.0,15.0,congenital anomalies,CM_761.3
Q66.9,"Congenital deformity of feet, unspecified",755.1,Congenital deformities of feet,754-756.99,congenital musculoskeletal anomalies,Both,0.0,15.0,congenital anomalies,CM_766
Q67.6,Pectus excavatum,756.21,Pectus excavatum,754-756.99,congenital musculoskeletal anomalies,Both,0.0,15.0,congenital anomalies,CM_768.11
Q67.7,Pectus carinatum,756.22,Pectus carinatum,754-756.99,congenital musculoskeletal anomalies,Both,0.0,15.0,congenital anomalies,CM_768.12
Q68.4,Congenital bowing of tibia and fibula,755.6,"Other congenital anomalies of lower limb, including pelvic girdle",754-756.99,congenital musculoskeletal anomalies,Both,0.0,15.0,congenital anomalies,CM_767.6
Q69,Polydactyly,755.3,Congenital anomaly of fingers/toes,754-756.99,congenital musculoskeletal anomalies,Both,0.0,15.0,congenital anomalies,CM_767.11
Q71.6,Lobster-claw hand,755.3,Congenital anomaly of fingers/toes,754-756.99,congenital musculoskeletal anomalies,Both,0.0,15.0,congenital anomalies,CM_767.21
Q72.1,Congenital absence of thigh and lower leg with foot present,755.6,"Other congenital anomalies of lower limb, including pelvic girdle",754-756.99,congenital musculoskeletal anomalies,Both,0.0,15.0,congenital anomalies,CM_767.22
Q73.1,"Phocomelia, unspecified limb(s)",755.4,"Congenital anomalies of upper limb, including shoulder girdle",754-756.99,congenital musculoskeletal anomalies,Both,0.0,15.0,congenital anomalies,CM_767.2
Q75.8,Other specified congenital malformations of skull and face bones,749.2,Congenital anomalies of skull and face bones,748-749.99," congenital anomalies of respiratory system, face and neck",Both,0.0,15.0,congenital anomalies,CM_755
Q76.4,"Other congenital malformations of spine, not associated with scoliosis",754,Congenital musculoskeletal deformities of spine,754-756.99,congenital musculoskeletal anomalies,,0.0,15.0,congenital anomalies,CM_769
Q76.9,"Congenital malformation of bony thorax, unspecified",756.2,Pectus and other congenital anomalies of ribs/sternum,754-756.99,congenital musculoskeletal anomalies,Both,0.0,15.0,congenital anomalies,CM_768
Q78.1,Polyostotic fibrous dysplasia,756.5,Congenital osteodystrophies,754-756.99,congenital musculoskeletal anomalies,Both,0.0,15.0,congenital anomalies,GE_978.35
Q79.2,Exomphalos,756.1,Congenital anomalies of abdominal wall; diaphram,754-756.99,congenital musculoskeletal anomalies,Both,0.0,15.0,congenital anomalies,CM_770.21
Q81.2,Epidermolysis bullosa dystrophica,691,Congenital anomalies of skin,690-697.99,Other inflammatory condition of skin,Both,0.0,13.0,dermatologic,GE_977.2
Q82.4,Ectodermal dysplasia (anhidrotic),691,Congenital anomalies of skin,690-697.99,Other inflammatory condition of skin,Both,0.0,13.0,dermatologic,GE_977.5
Q83.1,Accessory breast,612.3,Congenital anomalies of breast,610-613.99,nonmalignant breast conditions,Both,0.0,11.0,genitourinary,CM_771.4
Q84.2,Other congenital malformations of hair,757,Congenital anomalies of the integument,756-759.99,All other congenital anomalies,,0.0,15.0,congenital anomalies,CM_771.2
Q84.3,Anonychia,757,Congenital anomalies of the integument,756-759.99,All other congenital anomalies,,0.0,15.0,congenital anomalies,CM_771.3
Q87.0,Congenital malformation syndromes predominantly affecting facial appearance,755.3,Congenital anomaly of fingers/toes,754-756.99,congenital musculoskeletal anomalies,Both,0.0,15.0,congenital anomalies,CM_755
Q90.1,"Trisomy 21, mosaicism (mitotic nondisjunction)",758.1,Chromosomal anomalies,756-759.99,All other congenital anomalies,Both,0.0,15.0,congenital anomalies,GE_960.11
Q91.7,"Patau syndrome, unspecified",758.1,Chromosomal anomalies,756-759.99,All other congenital anomalies,Both,0.0,15.0,congenital anomalies,GE_960.12
Q93.7,Deletions with other complex rearrangements,758.1,Chromosomal anomalies,756-759.99,All other congenital anomalies,Both,0.0,15.0,congenital anomalies,GE_960.2
Q95.5,Individuals with autosomal fragile site,758.1,Chromosomal anomalies,756-759.99,All other congenital anomalies,Both,0.0,15.0,congenital anomalies,GE_960
Q97.8,"Other specified sex chromosome abnormalities, female phenotype",758.1,Chromosomal anomalies,756-759.99,All other congenital anomalies,Both,0.0,15.0,congenital anomalies,GE_960.3
Q99.0,"Chimera 46,XX/46,XY",758.1,Chromosomal anomalies,756-759.99,All other congenital anomalies,Both,0.0,15.0,congenital anomalies,GE_960.36
Q99.1,"46,XX true hermaphrodite",758.1,Chromosomal anomalies,756-759.99,All other congenital anomalies,Both,0.0,15.0,congenital anomalies,GE_960.36
R01.1,"Cardiac murmur, unspecified",396,Abnormal heart sounds,394-399.99,heart valve disorders,Both,0.0,8.0,circulatory system,CV_423.1
R04,Haemorrhage from respiratory passages,516.1,Hemoptysis,516-516.99,Abnormal sputum,Both,0.0,9.0,respiratory,RE_487
R06.4,Hyperventilation,513.4,Hyperventilation,513-513.99,Respiratory abnormalities,Both,0.0,9.0,respiratory,RE_488.2
R10.2,Pelvic and perineal pain,785,Abdominal pain,785-785.99,Abdominal pain,,0.0,17.0,symptoms,GI_527
R16.1,"Splenomegaly, not elsewhere classified",579.2,Splenomegaly,578-579.99,Other diseases of digestive system,Both,0.0,10.0,digestive,BI_174.2
R16.2,"Hepatomegaly with splenomegaly, not elsewhere classified",579.2,Splenomegaly,578-579.99,Other diseases of digestive system,Both,0.0,10.0,digestive,GI_546.31
R19.1,Abnormal bowel sounds,561,Symptoms involving digestive system,555-564.99,noninfective gastrointestinal disorders,Both,0.0,10.0,digestive,GI_529.4
R19.4,Change in bowel habit,561,Symptoms involving digestive system,555-564.99,noninfective gastrointestinal disorders,Both,0.0,10.0,digestive,GI_529
R20,Disturbances of skin sensation,687.4,Disturbance of skin sensation,687-687.99,Symptoms affecting skin,Both,0.0,13.0,dermatologic,NS_351
R20.3,Hyperaesthesia,687.4,Disturbance of skin sensation,687-687.99,Symptoms affecting skin,Both,0.0,13.0,dermatologic,NS_351.4
R23.1,Pallor,782.6,Pallor and flushing,782-782.99,Symptoms involving skin and other integumentary tissue,Both,0.0,17.0,symptoms,DE_679.2
R23.2,Flushing,782.6,Pallor and flushing,782-782.99,Symptoms involving skin and other integumentary tissue,Both,0.0,17.0,symptoms,DE_679.3
R26.1,Paralytic gait,350.2,Abnormality of gait,350-350.99," Other symptoms, reflex",Both,0.0,6.0,neurological,NS_325.1
R27.0,"Ataxia, unspecified",350.3,Lack of coordination,350-350.99," Other symptoms, reflex",Both,0.0,6.0,neurological,NS_325.3
R30,Pain associated with micturition,599.3,Dysuria,599-599.99,Other symptoms/disorders or the urinary system,Both,0.0,11.0,genitourinary,GU_594.2
R30.0,Dysuria,599.3,Dysuria,599-599.99,Other symptoms/disorders or the urinary system,Both,0.0,11.0,genitourinary,GU_594.2
R41,Other symptoms and signs involving cognitive functions and awareness,292,Neurological disorders,290-292.99,dementia and related cognitive disorders/symptoms,Both,0.0,5.0,mental disorders,NS_329
R41.0,"Disorientation, unspecified",292.4,Altered mental status,290-292.99,dementia and related cognitive disorders/symptoms,Both,0.0,5.0,mental disorders,NS_329.8
R43.0,Anosmia,350.6,Disturbances of sensation of smell and taste,350-350.99," Other symptoms, reflex",Both,0.0,6.0,neurological,NS_352.1
R46.0,Very low level of personal hygiene,1019,Other ill-defined and unknown causes of morbidity and mortality,,,Both,0.0,0.0,other,MB_283.1
